label,youtube_id,time_start,time_end,split
waving hand,sGqX0VFH1W4,0,10,train
waving hand,spkfFXpcbw4,0,10,train
waving hand,tPHDI3mFen8,13,23,train
waving hand,tQFUPpv20Vo,0,10,train
waving hand,tw86gYrhXYo,0,10,train
waving hand,tXhzrYXfmuk,0,10,train
waving hand,TXxBWsu66NQ,0,10,train
waving hand,UMxCKtAXChk,0,10,train
waving hand,vkCwD7Jc_Sk,17,27,train
waving hand,vvXYWanALcY,0,10,train
waving hand,wFvC59E252M,33,43,train
waving hand,WtnHnW50tEg,25,35,train
waving hand,Z0MIYNKFStM,243,253,train
waving hand,zQFcQYIsaKw,0,10,train
waving hand,_amjjb4nGy0,0,10,train
waving hand,_Ekl39sSVT0,0,10,train
waving hand,17cQGXgnOOg,2,12,train
waving hand,3Dm5RMCXcyE,14,24,train
waving hand,3iPwM-RKS6Y,91,101,train
waving hand,58C57mH2THc,9,19,train
waving hand,7EprF1mj6i8,1,11,train
waving hand,ANS-GtvLvPU,5,15,train
waving hand,BR-5OKWnFTg,68,78,train
waving hand,bTD9OsuvRsM,31,41,train
waving hand,cwDSa7yggf8,1,11,train
waving hand,DBhdstZ9LiI,22,32,train
waving hand,dNCHagO-JZI,9,19,train
waving hand,fwTZ_ddCgLk,10,20,train
waving hand,kjOBA8F19Hg,6,16,train
waving hand,LWgYYyz2rl4,4,14,train
waving hand,m7Y8W3Sfkic,26,36,train
waving hand,msGzDx-PPKQ,45,55,train
waving hand,RfOX6ftMl5g,5,15,train
waving hand,s49dDLL98L8,13,23,train
waving hand,Sb7mjRs96Yc,13,23,train
waving hand,TjmgKXFpFj8,5,15,train
waving hand,ToP_W4jZGws,23,33,train
waving hand,tOwtRjM0byg,28,38,train
waving hand,uPcAqGRMIyw,8,18,train
waving hand,UzZP-RYakMQ,1,11,train
waving hand,v_UDx6DUvX0,32,42,train
waving hand,W4SzGYU0Slw,10,20,train
waving hand,whW8gz717QA,10,20,train
waving hand,yW1iH3d9SXM,5,15,train
waving hand,-6wjzvTpF6s,0,10,train
waving hand,-a_spfZcXYU,0,10,train
waving hand,-gOS-WkFfX0,0,10,train
waving hand,-iMf8QZqr6U,236,246,train
waving hand,-je5Of1DFj8,45,55,train
waving hand,-kCm459afpc,31,41,train
waving hand,-NmTACVcKZ8,16,26,train
waving hand,-qgFg7yt9aw,0,10,train
waving hand,-W2LndUYXMY,38,48,train
waving hand,0-nnZ4zInHs,0,10,train
waving hand,052tj_96_sk,51,61,train
waving hand,09huvmdy-4E,23,33,train
waving hand,0Ba2fZkhcBo,67,77,train
waving hand,0bEDlcNPadU,32,42,train
waving hand,0c2On1a-L84,25,35,train
waving hand,0e4VR-fSEhU,6,16,train
waving hand,0pn3VOrnd1s,0,10,train
waving hand,0prPbGqPLIY,1,11,train
waving hand,0RfClG7Ebf4,61,71,train
waving hand,0s0b78QFVU4,0,10,train
waving hand,0TNCmCeOA04,0,10,train
waving hand,0vQsRVA96U0,0,10,train
waving hand,0xaWWAC-DJE,42,52,train
waving hand,1dbnac3Be_M,96,106,train
waving hand,1jwnBxNMbDQ,8,18,train
waving hand,1k20GWIZeh4,89,99,train
waving hand,1kZKiCpb4MQ,36,46,train
waving hand,1oL9HOqQLDc,0,10,train
waving hand,1OMsnNIWAik,15,25,train
waving hand,1rMbbA8GE-Y,35,45,train
waving hand,1V7iMJXtSDY,0,10,train
waving hand,2Dvy9V4BuJA,28,38,train
waving hand,2dYomwm0WOo,7,17,train
waving hand,2fbFd1s-p_4,189,199,train
waving hand,2fEL7FijIo4,0,10,train
waving hand,2NAGo6fqIOA,0,10,train
waving hand,2PFcgyRlcTw,0,10,train
waving hand,2vK-AaGHJOg,0,10,train
waving hand,33Tliyp6DlA,1,11,train
waving hand,3es5sPbfpDs,5,15,train
waving hand,3fAEfIJL-Gk,24,34,train
waving hand,3GNLb7GzlfA,83,93,train
waving hand,3kl4FY6eY1g,1,11,train
waving hand,3nE-FcUPEp4,1,11,train
waving hand,3o4Xv7RnQ5w,0,10,train
waving hand,4A56zu8J_EU,0,10,train
waving hand,4D-NRkecvyg,0,10,train
waving hand,4kyat4BVunE,97,107,train
waving hand,4ONdEb1bt9U,21,31,train
waving hand,4R_HEaugRRc,21,31,train
waving hand,4TOyFTHYf-E,19,29,train
waving hand,4WNn_sr11EQ,0,10,train
waving hand,4zLCFY3BL4k,1,11,train
waving hand,4ZQwHojuyBc,14,24,train
waving hand,4_dyaIh-hBE,0,10,train
waving hand,50Dk3xpJHKI,4,14,train
waving hand,51kt7Gg6hto,28,38,train
waving hand,52KktXl2zA0,1,11,train
waving hand,597joOWy3c4,2,12,train
waving hand,5DbkBQBm-Yk,34,44,train
waving hand,5FOpm29DxjY,0,10,train
waving hand,5IImrsxe3_0,0,10,train
waving hand,5JF2Lbyyguk,0,10,train
waving hand,5kIotD9jN_o,19,29,train
waving hand,5pVnCCEm5o4,3,13,train
waving hand,5pWyzOmZ-sU,10,20,train
waving hand,5TnQw86bGIU,0,10,train
waving hand,5YbqAEVT0TE,0,10,train
waving hand,5z1KU7QRuzk,0,10,train
waving hand,5ZMsktwhrQc,0,10,train
waving hand,65VbKCSzZjc,0,10,train
waving hand,6aTEm2VxbJs,18,28,train
waving hand,6KdZ40y71KY,7,17,train
waving hand,6oYhrgVfS3k,0,10,train
waving hand,6QcdZPd2s50,0,10,train
waving hand,6R05uAfeB4A,43,53,train
waving hand,6TRygCRzIHw,219,229,train
waving hand,6xv5aylmUiE,25,35,train
waving hand,6ZVAq7C92dc,1,11,train
waving hand,79Wl7PmKogA,59,69,train
waving hand,7BbDqZc_tPU,0,10,train
waving hand,7I7khWeOcgw,0,10,train
waving hand,7jO2KUnbvhE,33,43,train
waving hand,7JXLwB3J9i8,0,10,train
waving hand,7m7h0PA5Hgo,37,47,train
waving hand,7pRBKePE2LU,2,12,train
waving hand,7R1wACWSF3Q,2,12,train
waving hand,7tMeuX7hbFY,0,10,train
waving hand,7vX4-kf2lQw,0,10,train
waving hand,7YpH-wJJcCk,0,10,train
waving hand,84rxQvsA1EA,28,38,train
waving hand,87G5TTn-ULc,23,33,train
waving hand,8CmrSbg-UYI,0,10,train
waving hand,8CTuzJ3FDd8,0,10,train
waving hand,8FKPYxc21Yc,25,35,train
waving hand,8KPJBdtBNXA,7,17,train
waving hand,8mD7TqeQIno,0,10,train
waving hand,8T_EipHStro,0,10,train
waving hand,8XUzlloNB2A,14,24,train
waving hand,8_Xnw-PATUs,20,30,train
waving hand,9437MyIAumI,1,11,train
waving hand,95Hjh5GI9eU,0,10,train
waving hand,9cbaizb8MWg,11,21,train
waving hand,9Dlr5tVPlm0,17,27,train
waving hand,9eZIvvRK9Bw,3,13,train
waving hand,9kbxf0PRUsA,0,10,train
waving hand,9KxcVEF0MbA,5,15,train
waving hand,9P0cQogHtTs,10,20,train
waving hand,9vfzKRXpzog,0,10,train
waving hand,9We9_jCpc7c,4,14,train
waving hand,A7DjqpNKfv8,38,48,train
waving hand,ABOpWhzByKs,36,46,train
waving hand,ac1DSvc2WH4,19,29,train
waving hand,aEds-IiGJjw,34,44,train
waving hand,Afn_1IG6lJc,4,14,train
waving hand,AIJuY-UCCQ0,0,10,train
waving hand,ajwB7cPeU9U,0,10,train
waving hand,ALi5Hu7PlyI,306,316,train
waving hand,aLuZLyQFgUM,2,12,train
waving hand,AMcO5uv7-fE,7,17,train
waving hand,AmV1-SeJzzc,3,13,train
waving hand,ANdSvKjR0qw,227,237,train
waving hand,AOppDJu-d_4,0,10,train
waving hand,AQSUX0pzHNc,0,10,train
waving hand,aRCruMiQYPU,0,10,train
waving hand,arzmKVfN4rk,14,24,train
waving hand,AWaMvKCw9l0,3,13,train
waving hand,Ax3DH6pyL0g,2,12,train
waving hand,ayah2bE8XYE,7,17,train
waving hand,AzTE4V9qxQ8,0,10,train
waving hand,B70VlL7u1rY,4,14,train
waving hand,b7Jh7zy8qzI,17,27,train
waving hand,B7ryvn0UGEw,39,49,train
waving hand,BBGsABgLXSs,0,10,train
waving hand,BbRPjuos2bw,0,10,train
waving hand,BDgPUK4Rc3E,45,55,train
waving hand,BdMWRfuEpD0,9,19,train
waving hand,bgumP2FCR1M,1,11,train
waving hand,BI4QMPzKgFY,11,21,train
waving hand,bli72i2cREM,27,37,train
waving hand,BMs8y6T3dHw,29,39,train
waving hand,BoEhD9jj-NQ,19,29,train
waving hand,Br5pF5EObGY,19,29,train
waving hand,BS6FqYw0v3o,19,29,train
waving hand,bsWzKr4UhWM,49,59,train
waving hand,bV7PdS0F6sw,0,10,train
waving hand,BvVXRKH76sQ,4,14,train
waving hand,B_q2rwBOq0g,0,10,train
waving hand,C3WWrcZWKU4,34,44,train
waving hand,C5vWc9X2Ono,0,10,train
waving hand,c80Zt0aHPUA,0,10,train
waving hand,CC-woajtQw8,177,187,train
waving hand,CIUqMt3djT8,0,10,train
waving hand,ck6mHIQZT-A,248,258,train
waving hand,CLLF-j-gr8o,0,10,train
waving hand,cLuJtjApWuI,0,10,train
waving hand,ClW6EbfdOXQ,0,10,train
waving hand,CMBSNquL3sE,30,40,train
waving hand,cRjZ6StT0pg,3,13,train
waving hand,CsspPG0KXjU,0,10,train
waving hand,ctEYNywcIwk,16,26,train
waving hand,CWBGZq0uIWE,5,15,train
waving hand,CxnAL6WRSMo,0,10,train
waving hand,cXtmaVO3Htw,15,25,train
waving hand,cZrEYtTzHdw,0,10,train
waving hand,C_aIN4cMTyg,0,10,train
waving hand,D0K7_oeeDEU,3,13,train
waving hand,D0Lg1iQMsQk,0,10,train
waving hand,D5rccOFf5LE,0,10,train
waving hand,d7q22Ezi6kk,34,44,train
waving hand,DABevBDJ_NE,26,36,train
waving hand,dBFr8e-TS2Q,25,35,train
waving hand,DfJ0yDgRKeI,1,11,train
waving hand,dGfngUrP68A,4,14,train
waving hand,DkER7RyaoxI,34,44,train
waving hand,DLAeILzRkeA,0,10,train
waving hand,dpuE8uoUKSA,5,15,train
waving hand,dPx2GC8eOTc,0,10,train
waving hand,DQHCaRW4Sig,7,17,train
waving hand,ds70a3TKqSc,0,10,train
waving hand,dsD2wVv_qWo,30,40,train
waving hand,du8rDhwD68o,0,10,train
waving hand,DxUKYN8HMNA,0,10,train
waving hand,dXWKL7LXjuw,37,47,train
waving hand,E0siRaWgUHY,8,18,train
waving hand,e0zoJ0gZ2RQ,126,136,train
waving hand,E1JnakkmVK4,8,18,train
waving hand,e6P-xLHDMP8,2,12,train
waving hand,E8ssMYY27Gc,0,10,train
waving hand,e9F1SpyfgrU,14,24,train
waving hand,EB3kUW5gYpY,2,12,train
waving hand,eBPvBPWqVVM,0,10,train
waving hand,EDmCwPBuZNY,35,45,train
waving hand,Ee3Xtm9PZNQ,0,10,train
waving hand,eFC2hP6-DZg,0,10,train
waving hand,ELAIkII8oZU,35,45,train
waving hand,elFaH_I8K74,62,72,train
waving hand,EN9XNYqHqG8,0,10,train
waving hand,Eoz6ClHG-Tw,0,10,train
waving hand,EOzF6pZb_nk,0,10,train
waving hand,EpFqP1P2mJE,33,43,train
waving hand,eQwZ5Vx5w3Q,0,10,train
waving hand,EwAh8z7HbRA,0,10,train
waving hand,eYDOF_88ft0,22,32,train
waving hand,e_aLBugMmSw,22,32,train
waving hand,f2t5p-ZZBVA,0,10,train
waving hand,f47TIVaugCY,8,18,train
waving hand,f6xFLEkHA6A,17,27,train
waving hand,F8l3tLIvOJ0,4,14,train
waving hand,fBQ4aarV3Sg,2,12,train
waving hand,fcCBw5PQxCY,20,30,train
waving hand,fcsuY4fiiRU,0,10,train
waving hand,FfW07U8JUW4,8,18,train
waving hand,FgjkYDkUfAc,0,10,train
waving hand,fHnuLwAwKGQ,21,31,train
waving hand,fkAOM0Rh9lw,0,10,train
waving hand,fKDbu2qDDOM,0,10,train
waving hand,Fm-oAvdBAiE,0,10,train
waving hand,fo9dst0JRAE,7,17,train
waving hand,FOhHqiVZEaE,2,12,train
waving hand,fqjDEyOLpoQ,31,41,train
waving hand,ftBW2FTHjTs,6,16,train
waving hand,FTnNLoRymNY,4,14,train
waving hand,ftPbqEA7u-s,7,17,train
waving hand,Fu0UPcSCPbE,4,14,train
waving hand,FUs_1QYPfD4,0,10,train
waving hand,FXkxGwh8bss,0,10,train
waving hand,fZWNJ09jvGM,0,10,train
waving hand,fZz2a_lADIk,2,12,train
waving hand,G2N0D-dab_o,3,13,train
waving hand,g3DY-GaU4Q0,0,10,train
waving hand,G3jtrPMPYdQ,6,16,train
waving hand,G6k3lDRFI9M,0,10,train
waving hand,g8NZ3W3l_l0,0,10,train
waving hand,GBUw0zUHz2E,69,79,train
waving hand,GDoZHisvvaE,5,15,train
waving hand,GEcttFVXgpI,11,21,train
waving hand,gEnsmt1iJaA,12,22,train
waving hand,gEr1kL899lo,19,29,train
waving hand,gG3thAceA8g,438,448,train
waving hand,gh5-hAbepCA,0,10,train
waving hand,gIxEvx0SY-Q,10,20,train
waving hand,gJDvRj-tQgs,20,30,train
waving hand,GJk5AzWXuxs,0,10,train
waving hand,GlYDGyioCbk,2,12,train
waving hand,goPZqn1jXSI,28,38,train
waving hand,goWrZrJTWLk,0,10,train
waving hand,GPAoH8NjkPc,7,17,train
waving hand,GPhsjIArSDw,0,10,train
waving hand,gqCgK48phm4,0,10,train
waving hand,GrTvdbFvs-E,19,29,train
waving hand,gu-xZSlEPas,0,10,train
waving hand,GvDWIGXgP8w,1,11,train
waving hand,gyhOsrMn8Lo,13,23,train
waving hand,H-WVCdgm5qA,19,29,train
waving hand,ha0hFgMZKHY,55,65,train
waving hand,Ha3WqPFhX6A,0,10,train
waving hand,hb-tP1dwH_E,0,10,train
waving hand,hc1neg3Gs-E,0,10,train
waving hand,hfkG4xvQlgY,0,10,train
waving hand,hFKhSqDtcG0,3,13,train
waving hand,HGOZ6weht5c,12,22,train
waving hand,hi5UJHrD7X4,1,11,train
waving hand,HibubjphLaU,4,14,train
waving hand,HIcZ_3gPoko,0,10,train
waving hand,hMrX_6yiYP0,0,10,train
waving hand,HNdsdblpOAI,2,12,train
waving hand,HnekyLfAVfI,4,14,train
waving hand,hOLBDgnrCUc,0,10,train
waving hand,HPSNVdtIxV4,9,19,train
waving hand,HR3Qiciqess,0,10,train
waving hand,HT1Ewa3op2w,0,10,train
waving hand,hTITcniwuPY,5,15,train
waving hand,hZ_ImWlq4To,8,18,train
waving hand,H_6b1rjdCnI,0,10,train
waving hand,h_Ese87TCMw,15,25,train
waving hand,i05PwZFzLkM,13,23,train
waving hand,i8eXNZMMo9g,8,18,train
waving hand,iaOPWnGiHvI,0,10,train
waving hand,IdTOCjTiLq4,7,17,train
waving hand,IeSYa3nFRp8,0,10,train
waving hand,IFknBVdzkxw,0,10,train
waving hand,IGKQO7wdda0,7,17,train
waving hand,Ij1Z9NV1KRM,16,26,train
waving hand,ikyoSSjMaak,5,15,train
waving hand,Ingh1VHMk0Y,2,12,train
waving hand,IrOm1TohkhE,12,22,train
waving hand,isr_pLP6z8k,0,10,train
waving hand,ivHiA-Y8xH4,2,12,train
waving hand,IWd9PFpYX7o,1,11,train
waving hand,j0w2rufcyzI,94,104,train
waving hand,j0Yz1YPal-c,5,15,train
waving hand,j58k-SSWtPA,11,21,train
waving hand,j5lL3DDgO8A,4,14,train
waving hand,j5wtPHMK42M,16,26,train
waving hand,j6jIAXnx_Wg,48,58,train
waving hand,JAfzbmTTXXg,486,496,train
waving hand,JdAarJ5dgZE,0,10,train
waving hand,JJiPSmfNrlQ,0,10,train
waving hand,jo-VlyJv6Jk,0,10,train
waving hand,JOryw4aA6p0,0,10,train
waving hand,JukHETlDHRc,0,10,train
waving hand,JV9S3ewybDM,0,10,train
waving hand,JwFeEcQcSgo,60,70,train
waving hand,jXnALks-TaU,29,39,train
waving hand,JYDPI4k8pFQ,0,10,train
waving hand,JZROBxQu0vU,0,10,train
waving hand,Kb9SUz1oITY,2,12,train
waving hand,Kds_XJ8kY4s,9,19,train
waving hand,kGXQ2_KLaU0,29,39,train
waving hand,kj-ZBV_ELHM,24,34,train
waving hand,kJuTmML-uJ4,0,10,train
waving hand,KNzBV4toVUg,0,10,train
waving hand,KQUrUqXIcaM,47,57,train
waving hand,kqvVJQe420g,13,23,train
waving hand,krdWDF0ECac,0,10,train
waving hand,ksRmvGPi6M8,31,41,train
waving hand,kT8dBXIWd1E,0,10,train
waving hand,kv1o3GLEntc,21,31,train
waving hand,KvBkdfSj934,3,13,train
waving hand,kXBDgarfEyg,46,56,train
waving hand,L5dbQYhggvs,0,10,train
waving hand,L8Ea-1VIk1U,86,96,train
waving hand,l8TULvVRTs8,26,36,train
waving hand,L9NqetLySPg,31,41,train
waving hand,law-sNCEUc8,9,19,train
waving hand,LdbYfLb3R2k,6,16,train
waving hand,LEADazsyjWc,0,10,train
waving hand,lfVk9vzW_Ds,6,16,train
waving hand,LHIUSLUEDXk,0,10,train
waving hand,lhNkiyiIW04,0,10,train
waving hand,LjBfC6b30QY,32,42,train
waving hand,LLU5pVFI6Y4,7,17,train
waving hand,LMzAHXg5THY,0,10,train
waving hand,LNz_SLqxNDI,57,67,train
waving hand,LP3B13lA9E8,0,10,train
waving hand,LU4GBFmPPb8,0,10,train
waving hand,lWcQjVf7qMA,5,15,train
waving hand,lxdJQWrmnbo,0,10,train
waving hand,m51nL8SODPo,50,60,train
waving hand,mDQCaGQLWKI,0,10,train
waving hand,mf2aiu9SKOM,0,10,train
waving hand,MH8_r35ZWwU,5,15,train
waving hand,MHAOkoS_Fok,0,10,train
waving hand,milGF2Othrg,53,63,train
waving hand,MJhEcxIUc9M,8,18,train
waving hand,mM0S_tWLFrw,0,10,train
waving hand,Mqpk7SL_KJc,2,12,train
waving hand,MrwPj-xpyn4,0,10,train
waving hand,MTumpDtyOhU,0,10,train
waving hand,mWxlO5ZuQWg,38,48,train
waving hand,mxc3CJjrYTI,0,10,train
waving hand,MZ_OAJPydYM,9,19,train
waving hand,m_Q_9moMIbQ,4,14,train
waving hand,n-4xD5JtdG0,0,10,train
waving hand,N0ULRlBkgmY,96,106,train
waving hand,n3uhDrzbq7k,8,18,train
waving hand,N42i7sd04L0,44,54,train
waving hand,n5pkDB7zEeo,123,133,train
waving hand,N8V7ms-_Mfc,14,24,train
waving hand,n8yjrgvlcOo,19,29,train
waving hand,NbGz2ZdTX4E,5,15,train
waving hand,NBJaEwmy0MY,0,10,train
waving hand,nHUp_snigYc,1,11,train
waving hand,NLpKwk6wytk,26,36,train
waving hand,Nn9qp1JUdtI,0,10,train
waving hand,nRGTM0RzZNg,35,45,train
waving hand,nt2yuhiOaio,9,19,train
waving hand,nuxLEyBVkm0,10,20,train
waving hand,Nv57K9RZnJ4,10,20,train
waving hand,NV5G9WzS3Zo,0,10,train
waving hand,nWDqeST0RJw,4,14,train
waving hand,nWgvIe8KZ3E,6,16,train
waving hand,Nxjim-CmNTA,84,94,train
waving hand,o3WcuF19K5Q,2,12,train
waving hand,oa9FX42pApE,0,10,train
waving hand,OA9V3_KbwQU,0,10,train
waving hand,oCPlrctIFT4,4,14,train
waving hand,Od9od5FpSkY,4,14,train
waving hand,Ofc9lT0XSy0,3,13,train
waving hand,oFpzw1rGWEU,0,10,train
waving hand,oIfLdFI9ZRc,8,18,train
waving hand,ojPcs8vqYAU,21,31,train
waving hand,oN_SaZV27OU,17,27,train
waving hand,OoDSdB2JgWM,10,20,train
waving hand,oRj42H-wb_M,0,10,train
waving hand,OUmdKk_T3uQ,0,10,train
waving hand,oyS-kU3Pq08,0,10,train
waving hand,P0f2du0Ra-A,0,10,train
waving hand,P27reuWs_SI,0,10,train
waving hand,P38BrDozcf4,1,11,train
waving hand,p3eUeNEdCNg,0,10,train
waving hand,P3MIVE50HCM,0,10,train
waving hand,P6n5c7iaYGY,0,10,train
waving hand,p786e1ig2Tk,10,20,train
waving hand,PArNGbpdGhc,6,16,train
waving hand,PazDhf6m-pI,9,19,train
waving hand,pc6qOh4CLs8,0,10,train
waving hand,PCMcN-BXK8g,1,11,train
waving hand,pCWvsUc3O9I,0,10,train
waving hand,PHQB6wiuXpo,0,10,train
waving hand,pMkMqDIWsp8,4,14,train
waving hand,PprRJDn-dgk,0,10,train
waving hand,pukjt5ZMT_8,1,11,train
waving hand,pWkoebPA2eI,6,16,train
waving hand,PYsWmSL_a1U,83,93,train
waving hand,pZ0WHFqDWEU,5,15,train
waving hand,Q1HwNUdjbVg,18,28,train
waving hand,QaJPQiuL2_4,0,10,train
waving hand,qbK68QuatX8,0,10,train
waving hand,QCSi4Mkv5zo,46,56,train
waving hand,QGVaob8C8Ho,19,29,train
waving hand,Qj4oC_pcC-Y,1,11,train
waving hand,qjP09UqTDMU,0,10,train
waving hand,qL3u6sIAyxU,187,197,train
waving hand,QqzUdqlcFe4,13,23,train
waving hand,QR6Q6zHnWqA,62,72,train
waving hand,QRdhsPD3bkU,0,10,train
waving hand,qUY6LVQlOZI,17,27,train
waving hand,quYUo5oNva0,0,10,train
waving hand,qve2m_iI190,0,10,train
waving hand,qWhbSM8G8D8,0,10,train
waving hand,qXmseYevSAk,20,30,train
waving hand,qycV10swQxw,2,12,train
waving hand,qZErEe8vhBQ,0,10,train
waving hand,r-fMkq6DuOY,1,11,train
waving hand,R3CmnPY_8hY,0,10,train
waving hand,R9afeHJ0Y-I,0,10,train
waving hand,Rdq23VRWjH8,25,35,train
waving hand,rDYNccj7spE,0,10,train
waving hand,RIlWX7XA2hA,0,10,train
waving hand,RjFBiQfb2y4,55,65,train
waving hand,RnUj27RbTDk,0,10,train
waving hand,Ro0Spt5Rrtw,0,10,train
waving hand,RW9otc6BuCI,8,18,train
waving hand,rZ1RwiGjTm0,0,10,train
waving hand,RZwAQOE3FxM,16,26,train
waving hand,s1POmUviy4o,0,10,train
waving hand,S1rykxETq58,0,10,train
waving hand,s9wYrP8co_o,0,10,train
waving hand,SBdnh0e2JeI,61,71,train
waving hand,SDUVQzOYadM,0,10,train
waving hand,Se6h2UsCI_8,30,40,train
waving hand,sF5kC9lWQxY,0,10,train
waving hand,sFaqdVXr07E,0,10,train
waving hand,sIvEoZTCUWo,6,16,train
waving hand,SjSZzvLb44k,0,10,train
waving hand,SK0pHASSEv4,0,10,train
waving hand,smFBav-kHGA,0,10,train
waving hand,SMGD4tkW2Kg,30,40,train
waving hand,sMlXAExUEqU,20,30,train
waving hand,SnJFVDfNxrQ,10,20,train
waving hand,SoWFbGNGpFg,15,25,train
waving hand,spcT4mfvPeA,4,14,train
waving hand,SQWF1-Mzkj8,0,10,train
waving hand,sT_5hyWXFPs,0,10,train
waving hand,SVkp5FNtx78,0,10,train
waving hand,swmxLFf8RdE,0,10,train
waving hand,SWNTUbzJSt8,8,18,train
waving hand,synIDI7-SCU,36,46,train
waving hand,t59cka6CYHQ,0,10,train
waving hand,Ta8GHeXCHts,0,10,train
waving hand,taNRSqOaD24,17,27,train
waving hand,tFfWVxGVFiQ,2,12,train
waving hand,tI0c-u5V8iU,0,10,train
waving hand,tKTO80JpRiY,0,10,train
waving hand,tlVu1aoygBc,182,192,train
waving hand,tMnr4I6lkHM,0,10,train
waving hand,TpM8CxxdX4o,62,72,train
waving hand,tREFBhi1KrU,0,10,train
waving hand,tuF213YVtiY,32,42,train
waving hand,tVleo2Ihyc8,4,14,train
waving hand,TvoKc5FJ7IU,6,16,train
waving hand,TXN1KgAjcAk,75,85,train
waving hand,tXtLASDaPrY,27,37,train
waving hand,ty7Qm9kbJrI,0,10,train
waving hand,tyLxIlpIAeo,390,400,train
waving hand,tZN2o-qettk,3,13,train
waving hand,U1hPBmB16f4,14,24,train
waving hand,u3A1EJhpBlM,0,10,train
waving hand,U6dIEV0t8lY,0,10,train
waving hand,UbeOhbUNHm0,18,28,train
waving hand,UCFxckYwypk,14,24,train
waving hand,Uci4LTUNsYE,0,10,train
waving hand,Ugb9AG00yXw,0,10,train
waving hand,UHhtpJ7dyYI,0,10,train
waving hand,ujVkeEhOvbQ,6,16,train
